cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	MolecularWeight	smiles	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	AtomStereoCount	BondStereoCount	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount_2	VanDerWaalsVolume	SASA	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
6549	-0.020641444592941652	-1.4445910447596912	-1.3193683417724447	0.1720270359789516	0.1386646713210408	-1.6045120981923608	1.0794545231596493	0.07460584236581325	-1.4211009603793971	-0.46142523353334025	0.6700480208331037	-0.3495943277961215	226.446	154.25	CC(=CCCC(C)(C=C)O)C	20.2	154	0	1	1	4	11	1	0	64	1	-0.38609150256085306	0.21130810256100602	0.21130810256100602	0.38609150256085306	-0.56	94.81489700637432	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.6	0.9851076721414327	0.5778376683134235	0.004915903883468372	0.17193857707939625	0.9765970159181536	0.2630176619732245	2.836669961250068	2.6698000000000013	49.485800000000026	11	175.029	265.19007311482005	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	3	9	0	0	0	187.857	12.828	0.932
6884	-0.5526721626993828	0.2892672235316192	-0.29996277696560103	1.1300754358133076	-0.8746016796468191	0.2735030997465521	0.7954504598630342	-0.1929947927897962	-0.03177164284255124	0.12439929929328769	-0.4450437443992378	-0.4212791428210981	190.033	211.5	COC1=C(C=C(C=C1Cl)Cl)Cl	9.2	119	0	0	1	1	11	0	0	60	4	-0.49362261168683824	0.15562689833208374	0.15562689833208374	0.49362261168683824	-0.11000000000000021	86.84454164488452	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9103308780906336	0.25991711145997887	0.0010085148197261783	0.413881253978404	0.6119503386667189	0.09304363681944554	2.649941121777917	3.655400000000001	48.024000000000015	11	151.074	187.35082486854344	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	158.774	7.700	0.952
6895	-0.1455503664145676	0.24149548697909282	-1.198707133669378	-0.5424627810254287	-1.2132718752620244	0.6576892060378123	0.3743694405626889	-0.32199631549884977	0.15658540059121095	-0.26042879083846293	-0.23306266842793763	-0.24056492941221397	157.116	181.4	C1=CC(=C(C(=C1)Cl)Cl)Cl	0.0	84	0	0	0	0	9	0	0	48	3	-0.08265556792103128	0.07779504102309424	0.07779504102309424	0.08265556792103128	0.08999999999999991	72.5561133006454	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.9311190926998449	0.30490586668075687	0.001857407069839507	0.3647152796495063	0.6352847203509377	2.7442404988089794e-12	2.273402792619051	3.6468000000000007	41.47200000000001	9	125.351	146.4148934611926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.558	4.207	0.968
6914	0.6183017954111913	0.4913827956629545	-1.267372068917364	0.17052821470263524	-0.34027085411426516	0.03809290551883891	0.10128156851312095	-0.5027251259996276	-0.09670620816382602	-0.11728775761588235	-0.4166873126804865	-0.60130075279708	168.342	197.4	C1=C(C=C(C(=C1Cl)O)Cl)Cl	20.2	108	0	1	1	0	10	0	0	54	4	-0.5048259317440998	0.29325638766736495	0.29325638766736495	0.5048259317440998	-0.1100000000000001	77.43701731096867	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.8933178872622783	0.2576733832471831	0.0009343559099344903	0.44942535787075866	0.5505746421825783	9.83542758017919e-11	2.5768953284237264	3.3524	43.13680000000001	10	133.464	155.20643290925267	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.331	4.867	0.965
6989	0.7239969831880301	0.2979663933536544	-0.8324726122339225	0.49141956856227037	-0.13002002686968558	-0.12804445763876032	0.02217242031958909	-0.510590406681402	0.01359861084457417	0.3783371301009375	-0.202546539890494	-0.7067176384178709	194.446	150.22	CC1=CC(=C(C=C1)C(C)C)O	20.2	120	0	1	1	1	11	0	0	60	1	-0.5076548360000178	0.29310824760586435	0.29310824760586435	0.5076548360000178	-0.98	87.44166258975596	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.4	0.9580191495812924	0.3788711409626896	0.0030908194809310683	0.28670421872643825	0.7503601128131717	0.11874418624170369	2.3960896207682794	2.8240200000000013	46.93280000000003	11	157.319	228.93458648392868	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.815	7.496	0.955
6995	-0.2439726244879261	-0.07288857611708913	-1.1313880022942873	-0.400472956521949	-0.9623275517547822	0.3633727220828841	0.8046944209332352	0.1283576584933214	0.14096433880187337	-0.09605465435202391	-0.26144291715080575	-0.08807473938661428	165.527	140.61	CCC1=CC=CC=C1Cl	0.0	80	0	0	0	1	9	0	0	48	1	-0.08404201885707513	0.06385062318727365	0.06385062318727365	0.08404201885707513	-0.49000000000000005	73.10928807668215	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.25	0.8982380590815879	0.2266869176368253	0.0023806767908473316	0.4395092595353841	0.6323081659457301	0.21277617048450506	2.1099791681868463	2.902400000000002	40.83000000000002	9	130.765	185.8029994627587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.270	6.506	0.953
6996	-0.27108765726008116	0.13896855824470544	-1.0478239075604028	-0.5020278361009527	-0.9564293490397111	0.5921968216571099	0.06737840914238656	-0.4743336500797126	0.10792805609920261	-0.4693517647256484	0.11932136009819767	0.11932161901173854	147.651	140.56	C1=CC=C(C(=C1)C=O)Cl	17.1	103	0	0	1	1	9	0	0	46	2	-0.297838435584964	0.15104808252832294	0.15104808252832294	0.297838435584964	-0.8200000000000001	65.28598606165808	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0.907017561648548	0.25318797552293065	0.0023695228008290188	0.4210927960214023	0.6107393059757706	0.07657393513564592	2.103258811845719	2.1525	36.839500000000015	9	116.923	156.64523023889615	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.216	4.293	0.965
6997	0.3668659334999416	0.19931284614556413	-1.2538970251164419	-0.14527086252671126	-0.22509807783929334	0.012053469385849433	0.31949455542462196	0.3212955383055225	0.1982175997055152	0.08895342152751097	-0.21121241483258213	-0.0372762905900152	158.048	122.16	CCC1=CC=CC=C1O	20.2	80	0	1	1	1	9	0	0	48	1	-0.5076763141588115	0.293107724970699	0.293107724970699	0.5076763141588115	-0.98	69.09189636029159	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.25	0.9234528077947756	0.2621536532733959	0.003761578226383328	0.3837120167208022	0.7014330587510276	0.20331426597631555	2.0364865778630943	1.9545999999999997	37.48480000000001	9	125.162	182.2718355239143	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.535	5.373	0.959
6998	0.3428255985915044	0.42873892355771415	-1.163772842182283	-0.2523818103906892	-0.19907745762205892	0.23545937702507627	-0.420497728574006	-0.27155186485607985	0.16673741317293106	-0.2753866105951371	0.1574634524386534	0.1724113134114314	142.906	122.12	C1=CC=C(C(=C1)C=O)O	37.3	101	0	1	2	1	9	0	0	46	2	-0.5072100278982061	0.29312855775267227	0.29312855775267227	0.5072100278982061	-1.31	61.26859434526747	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0.0	0.9233402371348133	0.29037995774856906	0.0031240482419639336	0.3839828205634034	0.6160171794924407	2.477040957164671e-10	2.0506092719819207	1.2046999999999997	33.494299999999996	9	111.170	154.42009339355783	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.648	3.478	0.970
7003	-0.14686357669295222	0.34291877261564724	-1.1131901618672708	-0.6259957454257435	-1.2172276396850727	0.5244588856483177	0.43963244085119535	-0.3964830150754978	0.23619147455474188	-0.3347774629023845	-0.18972875276603943	-0.21888599945208953	166.427	162.61	C1=CC=C2C(=C1)C=CC=C2Cl	0.0	133	0	0	0	0	11	0	0	54	1	-0.0836642186269789	0.06386328932559616	0.06386328932559616	0.0836642186269789	-1.0099999999999998	80.2511273792885	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0.0	0.9208708590914307	0.28638733883608175	0.0018332564146756594	0.3898677479302567	0.6101322520736447	8.465353023859298e-12	2.2911635261106422	3.4932000000000007	48.95800000000002	11	140.023	181.34221754496852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.606	3.584	0.975
7005	0.5030850603357335	0.6806150169526692	-1.2223990838419005	-0.35943001955810966	-0.4284215636983929	0.17181383863585392	-0.07963494512166845	-0.2010154648283251	0.29345254068134113	-0.10749488630401836	-0.16620598396858144	-0.15235990342975114	163.771	144.17	C1=CC=C2C(=C1)C=CC=C2O	20.2	133	0	1	1	0	11	0	0	54	1	-0.5073115174760925	0.2931261484259259	0.2931261484259259	0.5073115174760925	-1.4999999999999998	76.2337356628979	2	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0.0	0.9277750918115824	0.29828046098794053	0.00245020018467975	0.3731398920163988	0.626860107995314	6.205927404209926e-11	2.1807542320131232	2.545400000000001	45.61280000000002	11	134.962	184.5598962714826	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.508	3.545	0.974
7020	0.1965767521529383	1.0555443785922705	0.19997959319312925	-1.1814894771528304	-1.01411308862267	-0.38823345454066926	0.44281355966262753	-0.5448776282851602	0.5372322509781808	-0.2782770662548462	0.21222998061053808	0.49392104812482607	199.410	196.2	C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2	26.3	237	0	0	2	0	15	0	0	72	2	-0.4558178049675176	0.20002219176079833	0.20002219176079833	0.4558178049675176	-2.09	97.00083510836265	3	0	0	1	2	0	0	0	0	0	3	2	1	0	0	0	0.0	0.9722561653456393	0.4623978062360566	0.002367886518641259	0.2339186802018877	0.7660813198009134	6.2956175688635715e-12	2.6550304488551784	2.946200000000001	59.99000000000002	15	169.328	220.74916071066883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.692	4.364	0.975
7041	-0.3861908298628069	0.6385190311606808	-0.4885072121749777	1.139452604515602	-0.35791286509180154	0.32423111903510865	0.3264672181819848	0.4582140373802028	0.6091552011657094	0.25132071781261084	-0.3771618625969375	-0.25937710743960524	179.148	154.16	COC1=C(C(=CC=C1)OC)O	38.7	104	0	1	3	2	11	0	0	60	3	-0.5016997255218006	0.2934299825769714	0.2934299825769714	0.5016997255218006	-1.3800000000000001	79.31898681930528	1	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	0.25	0.9698679750738125	0.44589434978829784	0.0035215441413738004	0.2436310959754986	0.7638980741903209	0.052308936269814234	2.407730202975458	1.4093999999999995	41.21080000000002	11	142.885	203.29349934588166	0	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	6	6	0	0	0	0	148.075	5.190	0.965
7058	-0.05566527458504367	0.5516921891255365	-1.0525849997926253	-0.3494164441663186	-1.0587650504806103	0.47616645271131414	0.19365898331115478	-0.2981341790849754	0.05445433753489983	-0.19246629235092044	-0.09742703641938072	-0.1896958210625499	173.263	160.24	C1=CC=C2C=C(C=CC2=C1)S	1.0	133	0	1	1	0	11	0	0	54	1	-0.143404034557389	0.10789879270059974	0.10789879270059974	0.143404034557389	-0.9499999999999998	82.18879418378063	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0.0	0.9854602474545894	0.5766680613498798	0.004756095840923495	0.1699061525864777	0.8326811981690704	0.020155614068857002	2.5374847496491055	3.128500000000001	51.200000000000024	11	144.776	194.70982480673996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	149.315	4.540	0.970
7127	-0.888244881863655	0.37366406134981733	-0.6193987282559061	1.7994119724570372	-0.344751221265429	0.020410273867542107	0.919704051515156	0.6288231180526884	-0.1108778612402355	0.11466458846773799	-0.041150786116165045	-0.3133251298419969	227.792	178.23	COC1=C(C=C(C=C1)CC=C)OC	18.5	156	0	0	2	4	13	0	0	70	2	-0.49286997546186295	0.16049803348676348	0.16049803348676348	0.49286997546186295	-1.4400000000000002	98.46318812065884	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.2727272727272727	0.9483608106391422	0.33564455075054034	0.0017576099577809622	0.31719358890726224	0.7466881141054686	0.15248482596500307	2.7847226498249715	2.4323000000000006	53.44700000000003	13	178.813	261.5655683760377	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	6	0	0	0	0	188.478	9.665	0.949
7128	-1.0468724489461845	0.5282135201839264	-0.40292268977219975	2.195105939117921	-0.5023843251353726	0.43723875652199423	0.23487247531220823	-0.041901315095433316	-0.07354930672438852	-0.23754015770120054	0.4301153431759696	-0.08013647209310001	222.511	178.23	CC=CC1=CC(=C(C=C1)OC)OC	18.5	166	0	0	2	3	13	0	1	70	2	-0.4928695649099541	0.16080926982391638	0.16080926982391638	0.4928695649099541	-1.44	98.46318812065884	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.2727272727272727	0.9543246879080177	0.3696523816764831	0.0016583747760464042	0.2987714679303643	0.7082644243900197	0.047500442102964814	2.8369897172142378	2.736900000000001	54.25400000000004	13	178.568	253.7591821576255	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	6	0	0	0	0	185.986	7.419	0.960
7136	-2.044142817054268	-0.1073699438332237	0.3485645883973965	0.7530382866216377	0.7437799628550822	-0.3124874116187654	0.2555031310058389	0.5499067672711727	-0.8211789042284797	0.1775912974758972	-0.16163137085990423	-0.721521122044872	253.264	206.24	CC(=O)OC1=C(C=C(C=C1)CC=C)OC	35.5	225	0	0	3	5	15	0	0	80	3	-0.4928321644580266	0.3076565347994851	0.3076565347994851	0.4928321644580266	-1.7699999999999998	108.98965233509921	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.25	0.9749684763613701	0.4755548755704445	0.0020106220071032964	0.2223431359443968	0.8515635114976411	0.11804103945540348	3.094735551011075	2.349	58.204000000000036	15	198.213	289.6637471662691	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0	0	0	0	211.263	13.049	0.938
7137	-2.2106076403869572	0.04803440706658165	0.5785459009500705	1.1491513616956495	0.5960890068597117	0.10648451162017442	-0.44691504592051096	-0.12548666883443246	-0.7990848858425134	-0.17651286712420142	0.3180990837942605	-0.4969059531745394	251.380	206.24	CC=CC1=CC(=C(C=C1)OC(=O)C)OC	35.5	235	0	0	3	4	15	0	1	80	3	-0.49282011396621794	0.3076565377413188	0.3076565377413188	0.49282011396621794	-1.77	108.98965233509921	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0.25	0.9665898625103946	0.41978739549867483	0.0016731007678496797	0.2563279885071792	0.8066802006041546	0.06952482067597472	3.067182446295365	2.653600000000001	59.01100000000004	15	198.119	282.69267007051633	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0	0	0	0	208.797	10.678	0.949
7150	-1.4634011955765704	-0.22082368927818274	0.03854756019261633	-0.2932471936659112	-0.03797500025328375	0.6002909825959808	-0.26405031708094934	0.3003496602523	0.7596305992334031	0.16854336285575167	-0.4020719989987596	0.4090819388368889	164.727	136.15	COC(=O)C1=CC=CC=C1	26.3	114	0	0	2	2	10	0	0	52	2	-0.46541752319593943	0.33734142683544294	0.33734142683544294	0.46541752319593943	-1.31	70.67611867918333	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0.125	0.983618322271387	0.5563142282692553	0.005973561359854111	0.18026368489527178	0.8237924197310706	0.02997215314341477	2.3728442136916725	1.4732	37.781500000000015	10	128.579	185.9316250626464	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	132.820	4.241	0.968
7172	0.7336902443124736	0.07725889819578298	-1.313704488032806	0.11227109669900037	0.18302005740817004	-0.1556764017224834	0.37117711926558333	0.03871801766301653	0.07939145574483462	0.2856208632765984	-0.07021043381069052	-0.3777723142616681	201.710	167.2	CNCC(C1=CC=C(C=C1)O)O	52.5	122	0	3	3	3	12	1	0	66	3	-0.5079666181723761	0.29309207064152376	0.29309207064152376	0.5079666181723761	-1.06	90.16057280136121	1	0	0	0	3	3	0	0	0	0	1	1	0	0	0	0	0.3333333333333333	0.9712372197065573	0.4488651655976708	0.0030158126966385876	0.23811397072972537	0.8275241477400407	0.18983217253609408	2.6679599890322363	0.6449999999999998	46.99330000000003	12	161.296	235.03310908169328	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	170.237	8.942	0.947
7238	-0.214631728446941	-0.010500160202241452	-0.8611698152543265	-0.2751666040444743	-1.196859189953686	0.4389907602320785	0.4813379163913171	-0.3972344579215706	0.1594459281071686	-0.256501772500632	-0.17595238580524794	-0.33981855529994176	144.064	126.58	CC1=CC=CC=C1Cl	0.0	70	0	0	0	0	8	0	0	42	1	-0.08405299355229609	0.06385044413527102	0.06385044413527102	0.08405299355229609	-0.49000000000000005	63.93440496194995	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.14285714285714285	0.9407294651624676	0.32542406448217437	0.003955560727011756	0.339157888563922	0.6673314378464458	0.059258942682513145	1.9855297264762803	2.6484200000000007	36.189	8	113.816	157.9293200476327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.590	3.774	0.968
7239	-0.13136996039648682	0.24072237124289095	-1.1894914616769052	-0.5310005846891819	-1.1972766818946894	0.6451565341215527	0.3647787780698168	-0.31410142095738725	0.15823877277052364	-0.2573027727490482	-0.21123226480231805	-0.2148156461390391	140.101	147.0	C1=CC=C(C(=C1)Cl)Cl	0.0	62	0	0	0	0	8	0	0	42	2	-0.08271319546492409	0.06389501363191799	0.06389501363191799	0.08271319546492409	-0.20000000000000007	63.65781757393158	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.9111498430980073	0.27319231577904907	0.0023109114786833873	0.41207519146689303	0.5879248087052681	3.48961059785443e-10	2.0493513764059057	2.9934000000000003	36.46200000000001	8	111.578	140.07381745606403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.098	3.519	0.969
7257	0.030830620797660233	0.450135631102699	-1.11252826929078	-0.1444903078794936	-0.8867536356415678	0.4252194138270474	0.3909271452564602	-0.5044068498356855	-0.13524820296869627	-0.21911818393633298	-0.263715654133876	-0.4617861574640124	159.909	162.01	C1=CC(=C(C=C1N)Cl)Cl	26.0	97	0	1	1	0	9	0	0	48	3	-0.3986848928023869	0.15621654852379763	0.15621654852379763	0.3986848928023869	-0.39999999999999997	70.51879203558877	1	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0.0	0.9524762092105389	0.36359497782479727	0.002706245729846685	0.304612985422358	0.6987889036315601	0.05382059135958312	2.2892922984997486	2.5755999999999997	40.87440000000001	9	123.226	160.68609549299075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	128.140	4.914	0.962
